pmid,authors
2-s2.0-84901368810,"['Zhao L.', ' Li Y.', ' Lu H.', ' Yuan L.', ' Tong S.']"
2-s2.0-84901391094,['Goggolidou P.']
2-s2.0-84901422251,"['Arslan S.', ' Ozyurek E.', ' Gunduz-Demir C.']"
2-s2.0-84901427849,"['Van Gorp P.', ' Comuzzi M.', ' Jahnen A.', ' Kaymak U.', ' Middleton B.']"
2-s2.0-84901428027,"['Anami B.S.', ' Unki P.H.']"
2-s2.0-84901432965,"['Arivazhagan S.', ' Benitta R.']"
2-s2.0-84901433236,"['Riordan A.J.', ' Bennink E.', ' Dankbaar J.W.', ' Viergever M.A.', ' Velthuis B.K.', ' Smit E.J.', ' De Jong H.W.A.M.']"
2-s2.0-84901434075,"['Steenbergen R.D.M.', ' Snijders P.J.F.', ' Heideman D.A.M.', ' Meijer C.J.L.M.']"
2-s2.0-84901478038,"['Tao Y.', ' Van Peer A.F.', ' Chen B.', ' Chen Z.', ' Zhu J.', ' Deng Y.', ' Jiang Y.', ' Li S.', ' Wu T.', ' Xie B.']"
2-s2.0-84901488582,['Seale J.']
2-s2.0-84901498977,"['Van De Wetering R.', ' Batenburg R.']"
2-s2.0-84901501094,"['Härmä V.', ' Schukov H.-P.', ' Happonen A.', ' Ahonen I.', ' Virtanen J.', ' Siitari H.', ' Åkerfelt M.', ' Lötjönen J.', ' Nees M.']"
2-s2.0-84901604202,['Grando S.A.']
2-s2.0-84901609100,"['Crijns W.', ' Van Herck H.', ' Defraene G.', ' Van Den Bergh L.', ' Slagmolen P.', ' Haustermans K.', ' Maes F.', ' Van Den Heuvel F.']"
2-s2.0-84901631492,"['Banerjee N.', ' Miller N.', ' Allen C.', ' Bendayan R.']"
2-s2.0-84901644339,"['Li X.-J.', ' Liang L.-L.', ' Xie C.-W.', ' Yang S.']"
2-s2.0-84901684269,"['Rubin G.D.', ' Leipsic J.', ' Joseph Schoepf U.', ' Fleischmann D.', ' Napel S.']"
2-s2.0-84901690103,"['Fang R.', ' Karlsson K.', ' Chen T.', ' Sanelli P.C.']"
2-s2.0-84901694461,"['Zheng Y.', ' Daniel E.', ' Hunter A.A.', ' Xiao R.', ' Gao J.', ' Li H.', ' Maguire M.G.', ' Brainard D.H.', ' Gee J.C.']"
2-s2.0-84901750644,"['Li Y.', ' Petrovic L.', ' Celli J.P.', ' Yelleswarapu C.S.']"
2-s2.0-84901762637,"['Baghli I.', ' Nakib A.', ' Sellam E.', ' Benazzouz M.', ' Chikh A.', ' Petit E.']"
2-s2.0-84901779012,"['Chan A.C.', ' Wong T.T.W.', ' Wong K.K.Y.', ' Lam E.Y.', ' Tsia K.K.']"
2-s2.0-84901779187,"['Avanaki A.', ' Espig K.', ' Kimpe T.', ' Xthona A.', ' Marchessoux C.', ' Rostang J.', ' Piepers B.']"
2-s2.0-84901786546,"['Trahearn N.', ' Epstein D.', ' Snead D.', ' Cree I.', ' Rajpoot N.']"
2-s2.0-84901806085,"['Li N.', ' Chou Y.-Y.', ' Shiee N.', ' Chan L.', ' Pham D.L.', ' Butman J.A.']"
2-s2.0-84901813716,"['Gao Y.', ' Schilling K.G.', ' Khare S.P.', ' Panda S.', ' Choe A.S.', ' Stepniewska I.', ' Li X.', ' Ding Z.', ' Anderson A.', ' Landman B.A.']"
2-s2.0-84901815559,"['Yoon H.', ' Lee H.', ' Jeon K.-W.', ' Jung H.', ' Lee M.-Y.', ' Won H.-S.', ' Jeon E.-J.', ' Yang E.-H.', ' Choi J.-Y.', ' Hong S.-J.']"
2-s2.0-84901838357,"['Hayashi N.', ' Taniguchi A.', ' Noto K.', ' Shimosegawa M.', ' Ogura T.', ' Doi K.']"
2-s2.0-84901838493,"['Cen R.', ' Pop A.R.', ' Bahcall N.A.']"
2-s2.0-84901845199,"['Zidelmal Z.', ' Amirou A.', ' Ould-Abdeslam D.', ' Moukadem A.', ' Dieterlen A.']"
2-s2.0-84901845635,"['Balsat C.', ' Signolle N.', ' Goffin F.', ' Delbecque K.', ' Plancoulaine B.', ' Sauthier P.', ' Samouëlian V.', ' Béliard A.', ' Munaut C.', ' Foidart J.-M.', ' Blacher S.', ' Noël A.', ' Kridelka F.']"
2-s2.0-84901919536,"['Gomez A.D.', ' Merchant S.S.', ' Hsu E.W.']"
2-s2.0-84901926564,"['Varghees V.N.', ' Ramachandran K.I.']"
2-s2.0-84902008416,"['Johnson L.M.', ' Turkbey B.', ' Figg W.D.', ' Choyke P.L.']"
2-s2.0-84902072235,['Wakefield M.E.']
2-s2.0-84902074029,"['Zhang J.-J.', ' Zhu Y.', ' Xie K.-L.', ' Peng Y.-P.', ' Tao J.-Q.', ' Tang J.', ' Li Z.', ' Xu Z.-K.', ' Dai C.-C.', ' Qian Z.-Y.', ' Jiang K.-R.', ' Wu J.-L.', ' Gao W.-T.', ' Du Q.', ' Miao Y.']"
2-s2.0-84902089792,"['Alquran H.', ' Shaheen E.', "" O'Connor J.M."", ' Mahd M.']"
2-s2.0-84902091715,"['Tay J.W.', ' Lai P.', ' Suzuki Y.', ' Wang L.V.']"
2-s2.0-84902095782,"['Fukuoka Y.', ' Kawata Y.', ' Niki N.', ' Umetani K.', ' Nakano Y.', ' Ohmatsu H.', ' Moriyama N.', ' Itoh H.']"
2-s2.0-84902097105,"['Wiemker R.', ' Kutra D.', ' Heese H.', ' Buelow T.']"
2-s2.0-84902097194,"['Malkov S.', ' Kerlikowske K.', ' Shepherd J.']"
2-s2.0-84902106778,"['Anas E.M.A.', ' Rasoulian A.', ' St. John P.', ' Pichora D.', ' Rohling R.', ' Abolmaesumi P.']"
2-s2.0-84902107127,"['Irshad H.', ' Gouaillard A.', ' Roux L.', ' Racoceanu D.']"
2-s2.0-84902108092,"['Lu G.', ' Halig L.', ' Wang D.', ' Chen Z.G.', ' Fei B.']"
2-s2.0-84902108675,"['Razeto M.', ' Mohr B.', ' Arakita K.', ' Schuijf J.D.', ' Fuchs A.', ' Kühl J.T.', ' Chen M.Y.', ' Kofoed K.F.']"
2-s2.0-84902118762,"['Huotilainen E.', ' Jaanimets R.', ' Valášek J.', ' Marcián P.', ' Salmi M.', ' Tuomi J.', ' Mäkitie A.', ' Wolff J.']"
2-s2.0-84902140400,"['Vera S.', ' Ballester M.A.G.', ' Gil D.']"
2-s2.0-84902164116,['Kantar L.']
2-s2.0-84902167124,"['Reaungamornrat S.', ' Wang A.S.', ' Uneri A.', ' Otake Y.', ' Zhao Z.', ' Khanna A.J.', ' Siewerdsen J.H.']"
2-s2.0-84902174134,"['Binefa G.', ' Rodríguez-Moranta F.', ' Teule À.', ' Medina-Hayas M.']"
2-s2.0-84902181552,"['Lasater K.', ' Johnson E.A.', ' Ravert P.', ' Rink D.']"
2-s2.0-84902199272,"['Pu Y.', ' Jagtap J.', ' Pradhan A.', ' Alfano R.R.']"
2-s2.0-84902258867,"['Schreiber A.', ' Lombardi D.', ' Missale F.', ' Farina D.', ' Lorenzi L.', ' Nicolai P.']"
2-s2.0-84902268625,"['Kofler L.', ' Egger M.', ' Kofler H.']"
2-s2.0-84902290771,"['Liebl D.', ' Willwacher S.', ' Hamill J.', ' Brüggemann G.-P.']"
2-s2.0-84902298348,"['Molendijk I.', ' Peeters K.C.M.J.', ' Baeten C.I.M.', ' Veenendaal R.A.', ' Van Der Meulen-De Jong A.E.']"
2-s2.0-84902298880,"['Cardelli P.L.', ' Vertucci V.', ' Balestra F.', ' Montani M.', ' Arcuri C.']"
2-s2.0-84902301896,"['Ahani A.', ' Wahbeh H.', ' Nezamfar H.', ' Miller M.', ' Erdogmus D.', ' Oken B.']"
2-s2.0-84902303175,"['Sanelli P.C.', ' Sykes J.B.', ' Ford A.L.', ' Lee J.-M.', ' Vo K.D.', ' Hallam D.K.']"
2-s2.0-84902327246,"['Parker M.', ' Acland A.', ' Armstrong H.J.', ' Bellingham J.R.', ' Bland J.', ' Bodmer H.C.', ' Burall S.', ' Castell S.', ' Chilvers J.', ' Cleevely D.D.', ' Cope D.', ' Costanzo L.', ' Dolan J.A.', ' Doubleday R.', ' Feng W.Y.', ' Godfray H.C.J.', ' Good D.A.', ' Grant J.', ' Green N.', ' Groen A.J.', ' Guilliams T.T.', ' Gupta S.', ' Hall A.C.', ' Heathfield A.', ' Hotopp U.', ' Kass G.', ' Leeder T.', ' Lickorish F.A.', ' Lueshi L.M.', ' Magee C.', ' Mata T.', ' McBride T.', ' McCarthy N.', ' Mercer A.', ' Neilson R.', ' Ouchikh J.', ' Oughton E.J.', ' Oxenham D.', ' Pallett H.', ' Palmer J.', ' Patmore J.', ' Petts J.', ' Pinkerton J.', ' Ploszek R.', ' Pratt A.', ' Rocks S.A.', ' Stansfield N.', ' Surkovic E.', ' Tyler C.P.', ' Watkinson A.R.', ' Wentworth J.', ' Willis R.', ' Wollner P.K.A.', ' Worts K.', ' Sutherland W.J.']"
2-s2.0-84902342318,"['Ayache S.S.', ' Al-ani T.', ' Lefaucheur J.-P.']"
2-s2.0-84902377478,"['Garba J.A.', ' Rampal L.', ' Hejar A.R.', ' Salmiah M.S.']"
2-s2.0-84902383413,"['Krüger J.', ' Ehrhardt J.', ' Bischof A.', ' Handels H.']"
2-s2.0-84902441135,"['Liu H.-T.', ' Liang Z.-N.', ' Hu W.', ' Mo J.-Q.', ' Wang S.-G.']"
2-s2.0-84902455665,"['Lamare F.', ' Le Maitre A.', ' Dawood M.', ' Schäfers K.P.', ' Fernandez P.', ' Rimoldi O.E.', ' Visvikis D.']"
2-s2.0-84902483177,"['Al-Balushi S.', ' Sohal A.S.', ' Singh P.J.', ' Hajri A.A.', ' Farsi Y.M.A.', ' Abri R.A.']"
2-s2.0-84902517138,"['Farzandipour M.', ' Meidani Z.']"
2-s2.0-84902532930,"['Ciaccio E.J.', ' Biviano A.B.', ' Garan H.']"
2-s2.0-84902533027,"['Salamon R.', ' Swendsen J.D.', ' Husky M.M.']"
2-s2.0-84902537944,"['Bernardi L.', ' Gordin D.', ' Rosengård-Bärlund M.', ' Mäkinen V.-P.', ' Mereu R.', ' Ditoro A.', ' Groop P.-H.']"
2-s2.0-84902581041,"['Rusu M.', ' Bloch B.N.', ' Jaffe C.C.', ' Genega E.M.', ' Lenkinski R.E.', ' Rofsky N.M.', ' Feleppa E.', ' Madabhushi A.']"
2-s2.0-84902603058,"['Villanueva A.', ' Vlachos P.', ' Priya S.']"
2-s2.0-84902675026,['Hsiao K.-L.']
2-s2.0-84902752899,"['Hannan M.A.', ' Mutashar S.', ' Samad S.A.', ' Hussain A.']"
2-s2.0-84902764725,"['Van Hout M.C.', ' Brennan R.']"
2-s2.0-84902807505,"['Arbuckle B.S.', ' Kansa S.W.', ' Kansa E.', ' Orton D.', ' Çakirlar C.', ' Gourichon L.', ' Atici L.', ' Galik A.', ' Marciniak A.', ' Mulville J.', ' Buitenhuis H.', ' Carruthers D.', ' De Cupere B.', ' Demirergi A.', ' Frame S.', ' Helmer D.', ' Martin L.', ' Peters J.', ' Pöllath N.', ' Pawłowska K.', ' Russell N.', ' Twiss K.', ' Würtenberger D.']"
2-s2.0-84902831593,"['Crawford C.L.', ' Lopez C.M.']"
2-s2.0-84902904052,"['Rydzewski K.', ' Schulz T.', ' Brzuszkiewicz E.', ' Holland G.', ' Lück C.', ' Fleischer J.', ' Grunow R.', ' Heuner K.']"
2-s2.0-84902981253,['Verderber S.']
2-s2.0-84903074013,['Baylin S.B.']
2-s2.0-84903165552,"['Arts M.R.', ' Baron M.', ' Chokr N.', ' Fritzler M.J.', ' Servant M.J.', ' Pope J.', ' Markland J.', ' Robinson D.', ' Jones N.', ' Khalidi N.', ' Docherty P.', ' Kaminska E.', ' Masetto A.', ' Sutton E.', ' Mathieu J.-P.', ' Hudson M.', ' Ligier S.', ' Grodzicky S LeClercq T.', ' Thorne C.', ' Gyger G.', ' Smith D.']"
2-s2.0-84903172102,"['Sarmento H.R.', ' Campos F.', ' Sousa R.S.', ' Machado J.P.B.', ' Souza R.O.A.', ' Bottino M.A.', ' Özcan M.']"
2-s2.0-84903205898,"['Iqbal S.A.', ' Hayton M.J.', ' Watson J.S.', ' Szczypa P.', ' Bayat A.']"
2-s2.0-84903208069,"['Oppe M.', ' Devlin N.J.', ' Van Hout B.', ' Krabbe P.F.M.', ' De Charro F.']"
2-s2.0-84903289410,"['Fahssi K.E.', ' Abenaou A.', ' Jai-Andaloussi S.', ' Sekkaki A.']"
2-s2.0-84903312433,"['Couchman W.', ' Hafford-Letchfield T.', ' Leonard K.']"
2-s2.0-84903382608,"['Duga B.', ' Czako M.', ' Komlosi K.', ' Hadzsiev K.', ' Torok K.', ' Sumegi K.', ' Kisfali P.', ' Kosztolanyi G.', ' Melegh B.']"
2-s2.0-84903452851,"['Taub E.', ' Uswatte G.', ' Mark V.W.']"
2-s2.0-84903487421,"['Hodgson J.A.', ' Mulligan C.J.', ' Al-Meeri A.', ' Raaum R.L.']"
2-s2.0-84903514108,"['Shimoni R.', ' Pham K.', ' Yassin M.', ' Ludford-Menting M.J.', ' Gu M.', ' Russell S.M.']"
2-s2.0-84903520492,"['Asghari M.H.', ' Jalali B.']"
2-s2.0-84903544352,"['Bouck E.C.', ' Weng P.-L.']"
2-s2.0-84903549166,"['Mouliere F.', ' El Messaoudi S.', ' Pang D.', ' Dritschilo A.', ' Thierry A.R.']"
2-s2.0-84903553208,"['Liu S.', ' Kuang H.', ' Lai Z.']"
2-s2.0-84903591166,['Lehdonvirta V.']
2-s2.0-84903601219,"['Reaungamornrat S.', ' Wang A.S.', ' Uneri A.', ' Otake Y.', ' Khanna A.J.', ' Siewerdsen J.H.']"
2-s2.0-84903604031,['Earl J.']
2-s2.0-84903616151,"['Qiu W.', ' Kang Y.-L.']"
2-s2.0-84903633491,['Wells C.']
2-s2.0-84903648705,['Halupka M.']
2-s2.0-84903649118,['Farrell H.']
2-s2.0-84903657814,['Wayne R.']
2-s2.0-84903691970,['Harper E.']
2-s2.0-84903706637,"['Bravo C.', ' Suarez C.', ' González C.', ' López D.', ' Blobel B.']"
2-s2.0-84903762842,"['Zaglam N.', ' Jouvet P.', ' Flechelles O.', ' Emeriaud G.', ' Cheriet F.']"
2-s2.0-84903783961,"['Sriram S.', ' Gibson D.J.', ' Robinson P.', ' Pi L.', ' Tuli S.', ' Lewin A.S.', ' Schultz G.']"
2-s2.0-84903786142,"['Tanaka M.', ' Yamazaki Y.', ' Kanno Y.', ' Igarashi K.', ' Aisaki K.-I.', ' Kanno J.', ' Nakamura T.']"
2-s2.0-84903839235,['Huh S.']
2-s2.0-84903839505,"['Gyawali P.', ' Richards R.S.', ' Hughes D.L.', ' Tinley P.']"
2-s2.0-84903875908,"['Greenblum A.', ' Sznitman R.', ' Fua P.', ' Arratia P.E.', ' Oren M.', ' Podbilewicz B.', ' Sznitman J.']"
2-s2.0-84903940647,"['Motta Duarte C.E.', ' Carvalho C.R.', ' Lopes da Silva-Filho A.']"
2-s2.0-84903979382,"['Gang G.J.', ' Stayman J.W.', ' Zbijewski W.', ' Siewerdsen J.H.']"
2-s2.0-84903985129,"['Fowler E.E.E.', ' Vachon C.M.', ' Scott C.G.', ' Sellers T.A.', ' Heine J.J.']"
2-s2.0-84904001948,"['Busch E.L.', ' McGraw K.A.', ' Sandler R.S.']"
2-s2.0-84904017150,"['Yang T.', ' Dong J.', ' Lu L.', ' Zhou L.', ' Zheng A.', ' Zhang X.', ' Chen J.']"
2-s2.0-84904024529,"['Zhao X.', ' Zhu W.', ' Zha W.', ' Chen F.', ' Wu Z.', ' Liu Y.', ' Huang M.']"
2-s2.0-84904036406,"['Malik A.S.', ' Humayun J.', ' Kamel N.', ' Yap F.B.-B.']"
2-s2.0-84904044628,"['Geerinckx T.', ' De Kegel B.']"
2-s2.0-84904046958,"['Chen S.-T.', ' Hung P.-K.', ' Lin M.-S.', ' Huang C.-Y.', ' Chen C.-M.', ' Wang T.-D.', ' Lee W.-J.']"
2-s2.0-84904047914,"['Chen S.-T.', ' Guo Y.-J.', ' Huang H.-N.', ' Kung W.-M.', ' Tseng K.-K.', ' Tu S.-Y.']"
2-s2.0-84904145904,['Kozlov A.P.']
2-s2.0-84904189047,"['Soycan M.', ' Soycan A.']"
2-s2.0-84904199125,"['Sun T.-Q.', ' Ye Q.', ' Wang X.-W.', ' Wang J.', ' Deng Z.-C.', ' Mei J.-C.', ' Zhou W.-Y.', ' Zhang C.-P.', ' Tian J.-G.']"
2-s2.0-84904206253,"['Solves-Llorens J.A.', ' Rupérez M.J.', ' Monserrat C.', ' Feliu E.', ' García M.', ' Lloret M.']"
2-s2.0-84904212047,"['Zeroual I.', ' Liazid A.', ' Grussenmeyer P.']"
2-s2.0-84904247859,"['Darking M.', ' Anson R.', ' Bravo F.', ' Davis J.', ' Flowers S.', ' Gillingham E.', ' Goldberg L.', ' Helliwell P.', ' Henwood F.', ' Hudson C.', ' Latimer S.', ' Lowes P.', ' Stirling I.']"
2-s2.0-84904251042,"['Zhou G.-Q.', ' Pang Z.-H.', ' Chen Q.-Q.', ' He W.', ' Chen Z.-Q.', ' Chen L.-L.', ' Li Z.-Q.']"
2-s2.0-84904253188,"['Sun Y.', ' Xu R.', ' Chen L.', ' Kong R.', ' Hu X.']"
2-s2.0-84904280309,"['Yassi A.', "" O'Hara L.M."", ' Engelbrecht M.C.', ' Uebel K.', ' Nophale L.E.', ' Bryce E.A.', ' Buxton J.A.', ' Siegel J.', ' Spiegel J.M.']"
2-s2.0-84904284688,"['Lechler P.', ' Frink M.', ' Gulati A.', ' Murray D.', ' Renkawitz T.', ' Bücking B.', ' Ruchholtz S.', ' Boese C.K.']"
2-s2.0-84904342504,"['Yang X.', ' Yue W.', ' Xu H.', ' Wu J.', ' He Y.']"
2-s2.0-84904347812,['Ohtsuka H.']
2-s2.0-84904355464,"['Nitzken M.J.', ' Casanova M.F.', "" Gimel'farb G."", ' Inanc T.', ' Zurada J.M.', ' El-Baz A.']"
2-s2.0-84904384985,"['Liu D.', ' Zhang X.-X.', ' Xi B.-X.', ' Wan D.-Y.', ' Li L.', ' Zhou J.', ' Wang W.', ' Ma D.', ' Wang H.', ' Gao Q.-L.']"
2-s2.0-84904401662,"['Alférez S.', ' Merino A.', ' Mujica L.E.', ' Ruiz M.', ' Bigorra L.', ' Rodellar J.']"
2-s2.0-84904440252,"['Okumura E.', ' Kawashita I.', ' Ishida T.']"
2-s2.0-84904446991,"['Maier M.W.', ' Niklasch M.', ' Dreher T.', ' Zeifang F.', ' Rettig O.', ' Klotz M.C.', ' Wolf S.I.', ' Kasten P.']"
2-s2.0-84904469543,"['Li Z.', ' Luo H.', ' Li C.', ' Huo X.', ' Yan C.', ' Huang X.', ' Al-Haddawi M.', ' Mathavan S.', ' Gong Z.']"
2-s2.0-84904497595,"['Khanna R.', ' Powe Jr. A.C.', ' Lun Y.', ' Soska R.', ' Feng J.', ' Dhulipala R.', ' Frascella M.', ' Garcia A.', ' Pellegrino L.J.', ' Xu S.', ' Brignol N.', ' Toth M.J.', ' Do H.V.', ' Lockhart D.J.', ' Wustman B.A.', ' Valenzano K.J.']"
2-s2.0-84904497812,"['Speir J.A.', ' Hietpas J.']"
2-s2.0-84904542053,"['Viarouge A.', ' Hubbard E.M.', ' Dehaene S.']"
2-s2.0-84904556873,"['Asaliev A.M.', ' Poltarykhin A.L.', ' Alkhimenko O.N.']"
2-s2.0-84904559377,"['Li W.', ' Qu H.']"
2-s2.0-84904576407,['Senthilkumar S.']
2-s2.0-84904607362,"['Witkowski M.', ' Igras M.', ' Grzybowska J.', ' Jaciów P.', ' Gałka J.', ' Ziółko M.']"
2-s2.0-84904648831,"['Li T.-N.', ' Li Y.']"
2-s2.0-84904693446,"['Peschl M.F.', ' Bottaro G.', ' Rötzer K.', ' Hartner-Tiefenthaler M.']"
2-s2.0-84904706570,"['Losch K.', ' Schladitz K.', ' Ballaschk U.', ' Berek H.', ' Aneziris C.G.']"
2-s2.0-84904707196,['White J.']
2-s2.0-84904725899,['Kyriazis M.']
2-s2.0-84904731003,"['Ott J.G.', ' Becce F.', ' Monnin P.', ' Schmidt S.', ' Bochud F.O.', ' Verdun F.R.']"
2-s2.0-84904751400,"['Dong L.', ' Meng Y.', ' Wang J.']"
2-s2.0-84904823447,"['Walz S.', ' Lorenzin F.', ' Morton J.', ' Wiese K.E.', ' Von Eyss B.', ' Herold S.', ' Rycak L.', ' Dumay-Odelot H.', ' Karim S.', ' Bartkuhn M.', ' Roels F.', ' Wüstefeld T.', ' Fischer M.', ' Teichmann M.', ' Zender L.', ' Wei C.-L.', ' Sansom O.', ' Wolf E.', ' Eilers M.']"
2-s2.0-84904873952,"['Hansson M.', ' Brandt S.S.', ' Lindström J.', ' Gudmundsson P.', ' Jujić A.', ' Malmgren A.', ' Cheng Y.']"
2-s2.0-84904876544,"['Habibizad Navin A.', ' Jafari Navimipour N.', ' Rahmani A.M.', ' Hosseinzadeh M.']"
2-s2.0-84904961232,"['Eng C.', ' Ahmed S.']"
2-s2.0-84904980210,['Kreissl R.']
2-s2.0-84904981021,"['Meißner C.', ' Meixensberger J.', ' Pretschner A.', ' Neumuth T.']"
2-s2.0-84904993206,['Orón Semper J.V.']
2-s2.0-84905025062,"['Wang Y.', ' Wen Z.', ' Shen J.', ' Cheng W.', ' Li J.', ' Qin X.', ' Ma D.', ' Shi Y.']"
2-s2.0-84905025877,"['Bujnowska-Fedak M.M.', ' Pirogowicz I.']"
2-s2.0-84905057413,"['Salgado C.M.', ' Silver R.B.', ' Bauer B.S.', ' Basu D.', ' Schmitt L.', ' Khakoo Y.', ' Reyes-Múgica M.']"
2-s2.0-84905079705,"['Hwang A.D.', ' Peli E.']"
2-s2.0-84905099518,"['Combes R.D.', ' Balls M.']"
2-s2.0-84905158128,"['Dessì A.', ' Pani D.', ' Raffo L.']"
2-s2.0-84905165518,"['Lillo J.', ' Álvaro L.', ' Moreira H.']"
2-s2.0-84905174579,"['Bos J.W.', ' Lauter K.', ' Naehrig M.']"
2-s2.0-84905175862,"['Gupta D.', ' Anand R.S.', ' Tyagi B.']"
2-s2.0-84905180382,"['Vercellino G.F.', ' Erdemoglu E.', ' Chiantera V.', ' Malak A.-H.', ' Vasiljeva K.', ' Drechsler I.', ' Dückelmann A.M.', ' Richter J.', ' Schneider A.', ' Böhmer G.']"
2-s2.0-84905186312,"['Behar J.', ' Oster J.', ' Clifford G.D.']"
2-s2.0-84905222030,"['Boufettal M.', ' Azouz M.', ' Rhanim A.', ' Abouzahir M.', ' Mahfoud M.', ' El Bardouni A.', ' Berrada M.S.', ' El Yaacoubi M.']"
2-s2.0-84905242488,['Dekker S.W.A.']
2-s2.0-84905255104,['Haneke E.']
2-s2.0-84905256460,['Bäckström Å.']
2-s2.0-84905270239,"['Hu Z.', ' Zhou Y.', ' Chen L.', ' Zhang X.', ' Wang T.', ' Xie Z.']"
2-s2.0-84905377086,"['Couprie M.', ' Meulenyzer S.', ' Salem M.A.', ' Talbot H.', ' Pourcel F.']"
2-s2.0-84905407019,"['Shin H.M.', ' Tilahun M.E.', ' Cho O.H.', ' Chandiran K.', ' Kuksin C.A.', ' Keerthivasan S.', ' Fauq A.H.', ' Golde T.E.', ' Miele L.', ' Thome M.', ' Osborne B.A.', ' Minter L.M.']"
2-s2.0-84905440067,"['Sunderland G.', ' Hassan F.', ' Bhatnagar P.', ' Mitchell P.', ' Jayakrishnan V.', ' Forster D.', ' Mendelow A.D.']"
2-s2.0-84905442484,"['Sabarimalai Sur M.', ' Dandapat S.']"
2-s2.0-84905460410,"['Todesco M.', ' Kim S.-T.', ' Chae E.', ' Bomblies K.', ' Zaidem M.', ' Smith L.M.', ' Weigel D.', ' Laitinen R.A.E.']"
2-s2.0-84905491265,"['Pultz B.A.', ' da Luz F.A.C.', ' de Faria P.R.', ' Oliveira A.P.L.', ' de Araújo R.A.', ' Silva M.J.B.']"
2-s2.0-84905511238,['Matson K.M.']
2-s2.0-84905559839,"['Rafe V.', ' Hajvali M.']"
2-s2.0-84905560575,"['Schlageter-Tello A.', ' Bokkers E.A.M.', ' Koerkamp P.W.G.G.', ' Van Hertem T.', ' Viazzi S.', ' Romanini C.E.B.', ' Halachmi I.', ' Bahr C.', ' Berckmans D.', ' Lokhorst K.']"
2-s2.0-84905573438,"['Timmermans L.', ' De Hauwere A.', ' Bacher K.', ' Bosmans H.', ' Lemmens K.', ' Bleyen L.', ' Van Limbergen E.', ' Martens P.', ' Van Steen A.', ' Mortier G.', ' Van Herck K.', ' Thierens H.']"
2-s2.0-84905578292,"['van den Top J.G.B.', ' Harkema L.', ' Ensink J.M.', ' Barneveld A.', ' Martens A.', ' van de Lest C.H.A.', ' van Weeren P.R.', ' Gröne A.']"
2-s2.0-84905582411,"['Weisstanner C.', ' Gratz P.P.', ' Schroth G.', ' Verma R.K.', ' Köchl A.', ' Jung S.', ' Arnold M.', ' Gralla J.', ' Zubler C.', ' Hsieh K.', ' Mordasini P.', ' El-Koussy M.']"
2-s2.0-84905584092,"['Karunamuni R.', ' Maidment A.D.A.']"
2-s2.0-84905642403,"['Long Y.', ' Chen K.-F.', ' Mao X.-P.']"
2-s2.0-84905784761,"['Lopez X.M.', ' Barbot P.', ' Van Eycke Y.', ' Verset L.', ' Trépant A.-L.', ' Larbanoix L.', ' Salmon I.', ' Decaestecker C.']"
2-s2.0-84905829346,"['Hughes T.F.', ' Flatt J.D.', ' Fu B.', ' Butters M.A.', ' Chang C.-C.H.', ' Ganguli M.']"
2-s2.0-84905868328,"['Pandhi N.', ' Yang W.-L.', ' Karp Z.', ' Young A.', ' Beasley J.W.', ' Kraft S.', ' Carayon P.']"
2-s2.0-84905869718,"['Samartzis A.P.', ' Fountos G.P.', ' Kandarakis I.S.', ' Kounadi E.P.', ' Zoros E.N.', ' Skoura E.', ' Datseris I.E.', ' Nikiforides G.H.']"
2-s2.0-84905973343,"['Deer T.R.', ' Mekhail N.', ' Provenzano D.', ' Pope J.', ' Krames E.', ' Leong M.', ' Levy R.M.', ' Abejon D.', ' Buchser E.', ' Burton A.', ' Buvanendran A.', ' Candido K.', ' Caraway D.', ' Cousins M.', ' Dejongste M.', ' Diwan S.', ' Eldabe S.', ' Gatzinsky K.', ' Foreman R.D.', ' Hayek S.', ' Kim P.', ' Kinfe T.', ' Kloth D.', ' Kumar K.', ' Rizvi S.', ' Lad S.P.', ' Liem L.', ' Linderoth B.', ' Mackey S.', ' McDowell G.', ' McRoberts P.', ' Poree L.', ' Prager J.', ' Raso L.', ' Rauck R.', ' Russo M.', ' Simpson B.', ' Slavin K.', ' Staats P.', ' Stanton-Hicks M.', ' Verrills P.', ' Wellington J.', ' Williams K.', ' North R.']"
2-s2.0-84905981323,"['Jones E.B.', ' Furukawa M.F.']"
2-s2.0-84905989433,"['Winter D.R.', ' Amit I.']"
2-s2.0-84905995460,"['Bonadies D.C.', ' Brierley K.L.', ' Barnett R.E.', ' Baxter M.D.', ' Donenberg T.', ' Ducaine W.L.', ' Ernstx M.E.', ' Homer J.', ' Judkins M.', ' Lovick N.M.', ' Powers J.M.', ' Stanislaw C.', ' Stark E.', ' Stenner R.C.', ' Matloff E.T.']"
2-s2.0-84906048543,"['Xu X.', ' Han F.', ' Zhao Q.']"
2-s2.0-84906050831,"['Sárándi I.', ' Claßen D.P.', ' Astvatsatourov A.', ' Pfaar O.', ' Klimek L.', ' Mösges R.', ' Deserno T.M.']"
2-s2.0-84906068801,"['Veerasamy M.', ' Ford G.A.', ' Neely D.', ' Bagnall A.', ' MacGowan G.', ' Das R.', ' Kunadian V.']"
2-s2.0-84906074776,"['Holmes III D.R.', ' Davis B.J.', ' Goulet C.C.', ' Wilson T.M.', ' Mynderse L.A.', ' Furutani K.M.', ' Camp J.J.', ' Robb R.A.']"
